topic_id,representative_idea,representative_why,primary_cat,all_categories,quality,num_unique_ideas,num_total_claims,num_speakers,num_videos,top_ideas,speakers,asset,market,freq,india
2543,The South Sea Bubble centered on consolidating British national debt into tradable equal shares to create a liquidity premium.,Standardized claims became easier to trade and price.,MARKET_STRUCTURE,"[""STRATEGY"", ""MARKET_STRUCTURE""]",medium,4,4,1,2,"[M] The South Sea plan was essentially a debt-for-equity swap, exchanging government bonds for company s | [M] The South Sea Bubble centered on consolidating British national debt into tradable equal shares to c | [M] The South Sea Company rose from about £100 to over £1,000 in 1720 without fundamentals changing. | [M] Brad DeLong says the South Sea Company tried to skim a third of the debt's liquidity value for insid","[""Brad DeLong""]",bonds,europe,daily,unlikely
2544,"Musk has a $13 billion committed financing package, and Delaware courts may ignore an intentional attempt to blow up that debt.",Equity court can prevent self-induced financing failure.,RISK,"[""MARKET_STRUCTURE"", ""RISK""]",medium,4,4,1,2,"[M] Musk has a $13 billion committed financing package, and Delaware courts may ignore an intentional at | [L] Delaware applied the business judgment rule, but Musk’s compensation was reviewed as a controlling-s | [L] The court found the shareholder vote ineffective because the proxy statement misdescribed independen | [L] The opinion said the committee failed to conduct a benchmarking analysis and did not negotiate the m","[""Matt Levine""]",equities,us,unclear,unclear
2545,"Scalpers commonly use moving averages, oscillators, and Bollinger Bands to find overbought, oversold, support, and resistance zones.",Indicators help time entries around short-term extremes.,STRATEGY,"[""MICROSTRUCTURE"", ""STRATEGY"", ""TOOL""]",low,4,4,1,4,"[L] Bollinger Bands are presented as a moving average with two standard-deviation bands to spot breakout | [L] Scalpers commonly use moving averages, oscillators, and Bollinger Bands to find overbought, oversold | [L] He says a peak in ATR together with falling Williams %R is a leading indicator that the market is bo | [L] Chart patterns like double top and triple top are described as reversal signals, especially in real-","[""Akshat""]",multi,global,minute,adaptable
2546,"Before the GFC, builders bought peripheral land without approvals; now they prefer land with final approvals already in place.",Approval risk caused large losses in the downturn.,STRATEGY,"[""STRATEGY""]",high,4,4,1,2,"[H] Before the GFC, builders bought peripheral land without approvals; now they prefer land with final a | [H] Emerson Holdings buys land at the edge of existing development, master-plans it, gets permits, then  | [L] Building property yourself can cut cost roughly 40-50% versus buying a ready flat, improving rental  | [L] Buying under-construction property early can save about 20-30% versus finished inventory, especially","[""Chase Emerson""]",equities,us,daily,unlikely
2547,"Johnson Controls-Hitachi is framed as attractive because it is expanding fixed capacity, which should later improve operating leverage and ROCE.",Higher utilization spreads fixed costs across more units.,STRATEGY,"[""STRATEGY""]",low,4,4,1,2,"[L] Johnson Controls-Hitachi is framed as attractive because it is expanding fixed capacity, which shoul | [L] The entry thesis for Johnson Controls-Hitachi is a pullback near 2,100, below the 200 DMA, where the | [L] The speaker says Johnson Controls-Hitachi sales rose from about 200 crores to 500 crores after Covid | [L] He cites Bajaj Auto, TVS Motor, and Hero MotoCorp as tradable because they corrected roughly 12% to ","[""Akshat Shrivastava""]",equities,india,daily,direct
2548,"In a daily trading test on top Nasdaq stocks, MAC reportedly produced consistently positive returns even during the 2022 bear market.",It found residual predictability despite broad market weakness.,STRATEGY,"[""STRATEGY"", ""TOOL""]",medium,4,4,1,2,"[M] Use MACD histogram as a continuous signal by mapping each time step to returns, then correlate signa | [M] MAC, or multivariate alternating conditional expectations, is the method highlighted for finding hid | [M] In a monthly test using large-cap stocks and macro indicators, MAC handled the 2008 financial crisis | [M] In a daily trading test on top Nasdaq stocks, MAC reportedly produced consistently positive returns ","[""Tom Starke""]",equities,us,daily,adaptable
2549,Combining the two strategies with equal risk contribution used a 24-month rolling risk estimate and started with equal weights for the first 24 months.,ERC balances volatility and correlation contributions without return forecasts.,STRATEGY,"[""STRATEGY"", ""RISK""]",high,4,4,1,2,"[H] The two strategies had correlation of -0.0566, and the ERC portfolio cut annual volatility to 5.08%  | [H] Combining the two strategies with equal risk contribution used a 24-month rolling risk estimate and  | [M] EMC built smoother-return programs by adding long-only equities, bonds, commodities, and a permanent | [M] EMC runs blended systems with average holding periods of 15, 35-50, and 100+ days to diversify entri","[""Brian Proctor""]",multi,us,monthly,adaptable
2550,"DLF’s sales fell from 95,000 crores in 2011 to 5,717 crores while profits stayed around 1,542 crores due to lower debt and selective project picks.",Margin improvement can offset lower top-line volume.,STRATEGY,"[""STRATEGY"", ""MARKET_STRUCTURE"", ""RISK""]",medium,4,4,1,1,"[M] DLF’s growth is said to have slowed because the Gurgaon market is saturated and the business is beco | [M] DLF’s stock reportedly peaked near 1,200 in 2008 and was around 323 after losing roughly 75% of valu | [M] DLF is described as shifting from build-and-sell toward build-and-lease and eventually REIT-like ope | [M] DLF’s sales fell from 95,000 crores in 2011 to 5,717 crores while profits stayed around 1,542 crores","[""unknown""]",equities,india,daily,direct
2551,"Buy Fortune 1000 companies when a female CEO starts and sell when she leaves, rebalancing equally across active positions.",Captures event-driven price response to leadership changes.,STRATEGY,"[""STRATEGY"", ""MARKET_STRUCTURE"", ""ALT_DATA""]",medium,4,4,1,2,"[M] The initial gender-3000 style charts were said to have survivorship bias because they used companies | [M] Buy Fortune 1000 companies when a female CEO starts and sell when she leaves, rebalancing equally ac | [M] Catalyst provided a historical list of female Fortune 1000 CEOs after an email request, then Google  | [L] After Jack Meyer left in 2005, Harvard cycled through seven CEOs, including interims, and changed st","[""Janet Lauren""]",equities,us,daily,unlikely
2552,"Short-term reversion trading was discontinued on April 1, 2020 because extreme COVID volatility caused it to break down.",Reversal trading could not withstand extreme market moves.,STRATEGY,"[""STRATEGY"", ""MARKET_STRUCTURE"", ""RISK""]",high,4,4,1,4,"[H] Short-term reversion trading was discontinued on April 1, 2020 because extreme COVID volatility caus | [M] The Strategy trade collapsed because the premium to NAV vanished, leaving little support for further | [M] Bitcoin is down about 23% year to date and 45% from its October peak, with February 5th's 13% drop t | [L] UST fell from 99 cents to below 70 cents, then 93 cents, then 30 cents, and was around 55 cents at r","[""Thomas St\u00e4mpfli""]",multi,global,minute,adaptable
2553,"Harry Markowitz required models to maximize the geometric mean, not just beat the average model.",Geometric mean better captures compounding and portfolio growth.,RISK,"[""STRATEGY"", ""RISK""]",medium,3,4,1,4,"[M] Harry Markowitz required models to maximize the geometric mean, not just beat the average model. | [L] Geometric mean gives the average daily multiplicative return needed to match initial-to-final price  | [L] Asian options use arithmetic or geometric averages over the option life and are cheaper because aver","[""John Gard""]",multi,global,daily,direct
2554,"He describes MLDs as principal-protected products with a 26-month tenor, 0% minimum return, and 33% maximum return.",Debt component protects principal while option adds upside.,STRATEGY,"[""STRATEGY""]",medium,3,4,1,3,"[M] He describes MLDs as principal-protected products with a 26-month tenor, 0% minimum return, and 33%  | [L] Principal-guaranteed notes use a discounted zero-coupon bond to fund the principal repayment and spe | [L] Principal-protected market-linked debentures combine a debt sleeve with a call-option sleeve to targ","[""Akshat Shrivastava""]",bonds,india,monthly,direct
2555,Distorted-text CAPTCHAs stopped working once computers became nearly as good as humans at reading them.,OCR quality eliminated the human edge.,MARKET_STRUCTURE,"[""MARKET_STRUCTURE"", ""ALT_DATA""]",low,4,4,1,1,"[L] CAPTCHAs began as free-email abuse controls to stop bots from mass-creating millions of accounts. | [L] Future verification will likely require persistent identity tied to a specific person, such as eyeba | [L] Image CAPTCHAs like traffic lights and bicycles likely generate training data for self-driving cars  | [L] Distorted-text CAPTCHAs stopped working once computers became nearly as good as humans at reading th","[""Luis von Ahn""]",unspecified,global,unclear,unclear
2556,"A stock split changes share count and price, but not market capitalization; Apple’s 7-for-1 split cut price from about $650 to just over $90.",Per-share price resets mechanically.,MARKET_STRUCTURE,"[""MARKET_STRUCTURE""]",low,4,4,1,2,"[L] A stock split changes share count and price, but not market capitalization; Apple’s 7-for-1 split cu | [L] For Apple’s June 2014 7-for-1 split, the data vendor adjusts all historical prices so the post-split | [L] Reverse splits raise share price; a 1-for-3 split can move a $5 stock to $15 and is often used to av | [L] A split does not change the economic value of holdings; it only changes the share count and quoted p","[""Mark""]",equities,us,daily,direct
2557,"Foreign-company insiders often report shareholdings only once or twice a year, unlike U.S. insiders who must report sales within two days.",Disclosure lag can hide timely selling.,MARKET_STRUCTURE,"[""MARKET_STRUCTURE""]",low,4,4,1,2,"[L] Quarterly disclosures lag actual buys by 2-3 months, so copy-trading big investors is delayed and ca | [L] Only holdings above 1% equity are legally disclosed, while sub-1% changes may be inferred from bulk  | [L] Non-Canadian foreign firms with US listings and under 50% American voting shares file Form 20-F inst | [L] Foreign-company insiders often report shareholdings only once or twice a year, unlike U.S. insiders ","[""Unknown""]",equities,us,daily,unlikely
